MWA_Id	MWA_Word
[[31, 30], [15, 19], [16, 20], [17, 21], [18, 22], [19, 23], [20, 24], [21, 25], [22, 26], [23, 27], [24, 28], [4, 9], [5, 10], [6, 11], [7, 12], [8, 16], [9, 17], [10, 18], [1, 1], [2, 2], [26, 29], [14, 7]]	[['.', '.'], ['at', 'at'], ['an', 'an'], ['assisted', 'assisted'], ['living', 'living'], ['home', 'home'], ['where', 'where'], ['he', 'he'], ['was', 'was'], ['recovering', 'recovering'], ['from', 'from'], [',', ','], ['cracked', 'cracked'], ['two', 'two'], ['ribs', 'ribs'], ['when', 'when'], ['he', 'he'], ['fell', 'fell'], ['Maddox', 'Maddox'], [',', ','], ['surgery', 'surgery'], ['ago', 'since']]
[[18, 12], [3, 9], [4, 10], [5, 11], [1, 1], [2, 2]]	[['.', '.'], ['a', 'a'], ['presidential', 'presidential'], ['candidate', 'candidate'], ['Graham', 'Graham'], [',', ',']]
[[21, 16], [4, 3], [5, 4], [6, 5], [7, 6], [8, 9], [9, 10], [10, 11], [13, 12], [12, 15]]	[['.', '.'], ['Linksys', 'Linksys'], ['overtook', 'overtook'], ['Cisco', 'Cisco'], ['Systems', 'Systems'], ['as', 'as'], ['the', 'the'], ['leading', 'leading'], ['vendor', 'supplier'], ['equipment', 'equipment']]
[[21, 18], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [1, 1], [2, 2], [7, 8], [8, 9], [20, 17], [5, 5]]	[['.', '.'], ['years', 'years'], ['in', 'in'], ['a', 'a'], ['row', 'row'], ['must', 'must'], ['offer', 'offer'], ['Schools', 'Schools'], ['that', 'that'], ['goals', 'goals'], ['for', 'for'], ['transfers', 'transfers'], ['meet', 'meet']]
[[17, 21], [13, 17], [14, 18], [15, 19], [16, 20], [1, 1], [2, 2], [3, 3], [8, 12], [9, 13], [10, 14], [6, 6], [7, 7], [5, 5]]	[['.', '.'], ['lived', 'lived'], ['in', 'in'], ['million-dollar', 'million-dollar'], ['homes', 'homes'], ['Tampering', 'Tampering'], ['with', 'with'], ['medicine', 'medicine'], ['that', 'that'], ['many', 'many'], ['of', 'of'], ['so', 'so'], ['lucrative', 'lucrative'], ['been', 'was']]
[[20, 23], [5, 1], [6, 2], [7, 3], [14, 17], [15, 18], [16, 19], [18, 21], [19, 22], [3, 16]]	[['.', '.'], ['analysts', 'Analysts'], ['polled', 'polled'], ['by', 'by'], ['profit', 'profit'], ['of', 'of'], ['$', '$'], ['per', 'per'], ['share', 'share'], ['estimate', 'forecast']]
[[13, 19], [1, 7], [2, 8], [3, 9], [4, 10], [5, 11], [11, 17], [12, 18], [8, 14], [9, 15], [6, 12]]	[['.', '.'], ['Initial', 'initial'], ['autopsy', 'autopsy'], ['reports', 'reports'], ['show', 'show'], ['they', 'they'], ['and', 'and'], ['suffocation', 'suffocation'], ['dehydration', 'dehydration'], [',', ','], ['died', 'succumbed']]
[[17, 22], [6, 15], [7, 16], [8, 17], [9, 18], [1, 1], [2, 2], [13, 7], [3, 4], [10, 21], [5, 3], [4, 14]]	[['.', '.'], ['had', 'had'], ['faith', 'faith'], ['in', 'in'], ['the', 'the'], ['Mr', 'Mr'], ['Howard', 'Howard'], ['Hicks', 'Hicks'], ['said', 'said'], ['system', 'system'], ['also', 'also'], ['he', 'he']]
[[16, 12], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5]]	[['.', '.'], ['Mahmud', 'Mahmud'], ['controlled', 'controlled'], ['access', 'access'], ['to', 'to'], ['Saddam', 'Saddam']]
[[24, 25], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [20, 21], [21, 22], [22, 23], [23, 24], [7, 8], [8, 9], [9, 10], [10, 11], [2, 2], [3, 3], [4, 4], [11, 15]]	[['.', '.'], ['illegal', 'illegal'], ['immigrants', 'immigrants'], [',', ','], ['said', 'said'], ['Pinal', 'Pinal'], ['County', 'County'], ['Sheriff', 'Sheriff'], ['Roger', 'Roger'], ['Vanderpool', 'Vanderpool'], ['a', 'a'], ['pickup', 'pickup'], ['and', 'and'], ['SUV', 'SUV'], ['in', 'in'], ['a', 'a'], ['van', 'van'], ['carrying', 'transporting']]
[[15, 21], [1, 1], [2, 2], [3, 3], [5, 18], [6, 19], [9, 6], [8, 5], [12, 8], [14, 9], [10, 7]]	[['.', '.'], ['The', 'The'], ['trial', 'trial'], [',', ','], ['125', '125'], ['witnesses', 'witnesses'], ['continue', 'last'], ['could', 'could'], ['start', 'early'], ['2004', '2004'], ['until', 'until']]
[[14, 14], [9, 9], [10, 10], [11, 11], [12, 12], [13, 13], [8, 7], [8, 8], [2, 2], [1, 1], [7, 6], [3, 3]]	[['.', '.'], [',', ','], ['Canada', 'Canada'], ['and', 'and'], ['South', 'South'], ['Korea', 'Korea'], ['U.S.', 'United'], ['U.S.', 'States'], ['computers', 'PCs'], ['The', 'The'], ['the', 'the'], ['were', 'are']]
[[24, 31], [8, 16], [9, 17], [10, 18], [11, 19], [12, 20], [13, 21], [3, 10], [4, 11], [5, 12], [6, 13], [7, 14], [21, 28], [22, 29], [23, 30], [1, 6], [2, 7], [14, 26], [15, 27], [16, 23], [17, 24]]	[['.', '.'], ['NT', 'NT'], ['4.0', '4.0'], ['Terminal', 'Terminal'], ['Services', 'Services'], ['Edition', 'Edition'], [',', ','], ['affects', 'affects'], ['Windows', 'Windows'], ['NT', 'NT'], ['4.0', '4.0'], [',', ','], ['Windows', 'Windows'], ['Server', 'Server'], ['2003', '2003'], ['The', 'the'], ['vulnerability', 'vulnerability'], ['XP', 'XP'], ['and', 'and'], ['2000', '2000'], [',', ',']]
[[17, 17], [13, 14], [14, 15], [15, 16], [6, 10], [4, 6], [3, 2], [5, 8], [16, 5], [1, 1]]	[['.', '.'], ['year', 'year'], ['to', 'to'], ['100,000', '100,000'], ['U.S.', 'U.S.'], ['brings', 'brings'], ['contribution', 'donation'], ['total', 'total'], ['tonnes', 'tons'], ['The', 'The']]
[[26, 18], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [1, 1]]	[['.', '.'], ['Union', 'union'], ['banned', 'banned'], ['the', 'the'], ['import', 'import'], ['of', 'of'], ['genetically', 'genetically'], ['modified', 'modified'], ['food', 'food'], ['in', 'in'], ['1998', '1998'], ['The', 'The']]
[[12, 13], [3, 3], [4, 4], [5, 5], [10, 8], [11, 9], [7, 7]]	[['.', '.'], ['Vanderpool', 'Vanderpool'], ['will', 'will'], ['be', 'be'], ['five', 'five'], ['years', 'years'], ['within', 'within']]
[[19, 20], [11, 12], [12, 13], [13, 14], [14, 15], [15, 16], [16, 17], [17, 18], [18, 19], [1, 5], [2, 6]]	[['.', '.'], ['this', 'this'], ['week', 'week'], ['at', 'at'], ['the', 'the'], ['McDonald', 'McDonald'], ["'s", "'s"], ['LPGA', 'LPGA'], ['Championship', 'Championship'], ['Annika', 'Annika'], ['Sorenstam', 'Sorenstam']]
[[21, 20], [13, 12], [14, 13], [15, 14], [17, 16], [18, 17], [8, 5]]	[['.', '.'], ['points', 'points'], [',', ','], ['or', 'or'], ['percent', 'percent'], [',', ','], ['Index', 'Index']]
[[19, 20], [1, 1], [2, 2], [3, 3], [4, 17], [5, 18], [13, 9], [10, 8], [18, 13]]	[['.', '.'], ['According', 'According'], ['to', 'to'], ['the', 'the'], ['2000', '2000'], ['Census', 'census'], ['population', 'population'], ['Hispanic', 'Hispanic'], ['percent', 'percent']]
[[31, 22], [3, 3], [4, 4], [5, 5], [25, 16], [26, 17], [27, 18], [29, 20], [30, 21], [18, 10], [19, 11], [20, 13], [21, 14], [6, 6], [1, 1], [28, 19]]	[['.', '.'], ['to', 'to'], ['the', 'the'], ['public', 'public'], ['three', 'three'], ['people', 'people'], ['outside', 'outside'], ['convenience', 'convenience'], ['stores', 'stores'], ['solving', 'solving'], ['the', 'the'], ['sniper-style', 'sniper-style'], ['shootings', 'shootings'], ['Friday', 'yesterday'], ['Authorities', 'Authorities'], ['area', 'Charleston-area']]
[[28, 31], [2, 1], [3, 2], [4, 3], [5, 4], [6, 5], [7, 6], [8, 7], [9, 8], [10, 9], [11, 10], [12, 11], [15, 14], [16, 15], [17, 16], [20, 24], [19, 23], [14, 13], [18, 21], [21, 25]]	[['.', '.'], ['Noah', 'Noah'], ['Wyle', 'Wyle'], [',', ','], ['who', 'who'], ['has', 'has'], ['played', 'played'], ['Dr.', 'Dr.'], ['John', 'John'], ['Carter', 'Carter'], ['since', 'since'], ['the', 'the'], ['in', 'in'], ['1994', '1994'], [',', ','], ['contract', 'deal'], ['his', 'his'], ['inception', 'launched'], ['extended', 'extension'], ['with', 'with']]
[[22, 15], [1, 1], [2, 2], [12, 8], [13, 9], [17, 12], [18, 13], [7, 11], [4, 3]]	[['.', '.'], ['Cisco', 'Cisco'], ['has', 'has'], ['SBC', 'SBC'], ['Communications', 'Communications'], ['and', 'and'], ['Sprint', 'Sprint'], ['AT&T', 'AT&T'], ['similar', 'similar']]
[[21, 24], [8, 9], [9, 10], [10, 11], [11, 12], [12, 13], [13, 14], [14, 15], [18, 21], [19, 22], [20, 23], [1, 1], [2, 2], [3, 4], [6, 7], [4, 5], [7, 8], [15, 16], [16, 18], [17, 19]]	[['.', '.'], ['not', 'not'], ['fit', 'fit'], ['its', 'its'], ['profile', 'profile'], ['of', 'of'], ['SARS', 'SARS'], ['and', 'and'], ['public', 'public'], ['health', 'health'], ['concern', 'concern'], ['The', 'The'], ['WHO', 'WHO'], ['says', 'said'], ['case', 'case'], ['the', 'the'], ['does', 'did'], ['is', 'was'], ['not', 'not'], ['a', 'an']]
[[20, 15], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [8, 8], [9, 9], [7, 10]]	[['.', '.'], ['Harris', 'Harris'], ['and', 'and'], ['Klebold', 'Klebold'], ['killed', 'killed'], ['12', '12'], ['students', 'students'], ['a', 'a'], ['teacher', 'teacher'], ['and', 'and']]
[[24, 22], [7, 12], [8, 13], [9, 14], [10, 15], [11, 16], [12, 17], [13, 18], [1, 1], [2, 2], [3, 3], [4, 6], [5, 7], [6, 8], [15, 20], [16, 20], [17, 21], [14, 19]]	[['.', '.'], ['headed', 'headed'], ['by', 'by'], ['the', 'the'], ['United', 'United'], ['States', 'States'], [',', ','], ["''", "''"], ['``', '``'], ['We', 'We'], ['condemn', 'condemn'], ['the', 'the'], ['Governing', 'Governing'], ['Council', 'Council'], ['al', 'al-Sadr'], ['Sadr', 'al-Sadr'], ['said', 'said'], ['Muqtada', 'Moqtada']]
[[17, 16], [8, 13], [9, 14], [10, 15], [14, 10], [15, 11], [1, 4], [3, 1]]	[['.', '.'], ['$', '$'], ['2.9', '2.9'], ['billion', 'billion'], ['0.4', '0.4'], ['percent', 'percent'], ['Second', 'second'], ['HP', 'HP']]
[[17, 23], [11, 11], [12, 12], [13, 13], [14, 14], [15, 15], [16, 16], [1, 1], [2, 2], [3, 3], [4, 4], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [5, 5]]	[['.', '.'], ['said', 'said'], ['they', 'they'], ['would', 'would'], ['boycott', 'boycott'], ['the', 'the'], ['vote', 'vote'], ['In', 'In'], ['a', 'a'], ['statement', 'statement'], ['distributed', 'distributed'], [',', ','], ['28', '28'], ['Chechen', 'Chechen'], ['non-governmental', 'non-governmental'], ['organizations', 'organisations'], ['Friday', 'today']]
[[15, 18], [1, 8], [2, 9], [3, 10], [4, 11], [8, 4], [9, 5], [6, 17]]	[['.', '.'], ['The', 'the'], ['state', 'state'], ["'s", "'s"], ['population', 'population'], ['2000', '2000'], [',', ','], ['6,080,485', '6,080,485']]
[[15, 12], [10, 9], [11, 10], [12, 11], [14, 1], [8, 7]]	[['.', '.'], ['felony', 'felony'], ['sexual', 'sexual'], ['assault', 'assault'], ['Bryant', 'Bryant'], ['count', 'charged']]
[[20, 22], [16, 18], [17, 19], [18, 20], [19, 21], [3, 6], [4, 7], [5, 8], [6, 9], [9, 2], [10, 3], [11, 4], [12, 5], [13, 14], [14, 15], [7, 1], [8, 2], [1, 11], [2, 12]]	[['.', '.'], ['of', 'of'], ['the', 'the'], ['combined', 'combined'], ['company', 'company'], ['Chairman', 'chairman'], ['and', 'and'], ['Chief', 'chief'], ['Executive', 'executive'], ['Fishman', 'Fishman'], [',', ','], ['51', '51'], [',', ','], ['will', 'will'], ['be', 'be'], ['Jay', 'Jay'], ['S.', 'Fishman'], ['St.', 'St'], ['Paul', 'Paul']]
[[19, 19], [10, 12], [11, 13], [12, 14], [13, 15], [3, 6], [4, 7], [6, 9], [7, 10], [9, 11]]	[['.', '.'], ['near', 'near'], ['the', 'the'], ['Syrian', 'Syrian'], ['border', 'border'], ['recently', 'recently'], ['apprehended', 'apprehended'], ['40', '40'], ['suspected', 'suspected'], ['militants', 'fighters']]
[[28, 21], [12, 9], [13, 10], [14, 11], [15, 12], [16, 13], [17, 14], [18, 16], [19, 17], [20, 18], [21, 19], [22, 20], [6, 2], [6, 1], [10, 7]]	[['.', '.'], ['rape', 'rape'], [',', ','], ['sodomy', 'sodomy'], [',', ','], ['indecent', 'indecent'], ['assault', 'assault'], ['and', 'and'], ['providing', 'providing'], ['alcohol', 'alcohol'], ['to', 'to'], ['minors', 'minors'], ['Meester', 'Meester'], ['Meester', 'Douglas'], ['charges', 'charged']]
[[26, 25], [21, 20], [22, 21], [23, 22], [24, 23], [25, 24], [15, 16], [16, 17], [17, 18], [18, 19], [7, 8], [19, 2], [20, 3]]	[['.', '.'], ['the', 'the'], ['same', 'same'], ['period', 'period'], ['last', 'last'], ['year', 'year'], ['$', '$'], ['1.39', '1.39'], ['billion', 'billion'], ['in', 'in'], ['$', '$'], ['revenue', 'revenue'], ['during', 'for']]
[[18, 14], [3, 4], [4, 5], [5, 6], [6, 12], [7, 13], [14, 3], [2, 8], [10, 11], [8, 9]]	[['.', '.'], ['a', 'a'], ['similar', 'similar'], ['discovery', 'discovery'], ['in', 'in'], ['Houston', 'Houston'], ['said', 'said'], ['made', 'made'], ['aircraft', 'plane'], ['on', 'on']]
[[22, 24], [11, 13], [12, 14], [13, 15], [14, 16], [15, 17], [16, 18], [17, 19], [18, 20], [19, 21], [20, 22], [21, 23], [1, 10], [1, 9]]	[['.', '.'], ['in', 'in'], ['a', 'a'], ['statement', 'statement'], [':', ':'], ['``', '``'], ['We', 'We'], ['had', 'had'], ['a', 'a'], ['big', 'big'], ['contract', 'contract'], ['negotiation', 'negotiation'], ['Rosenthal', 'Rosenthal'], ['Rosenthal', 'Phil']]
[[16, 18], [6, 7], [7, 8], [8, 9], [14, 16], [15, 17], [4, 12], [5, 13], [13, 15], [3, 4]]	[['.', '.'], [',', ','], ['state', 'state'], ['workers', 'workers'], ['Friday', 'Friday'], ['morning', 'morning'], ['back', 'back'], ['on', 'on'], ['jobs', 'job'], ['power', 'power']]
[[26, 32], [18, 24], [19, 25], [20, 26], [21, 27], [22, 28], [23, 29], [24, 30], [25, 31], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [10, 12], [11, 13], [12, 14], [13, 15], [15, 17], [16, 18], [17, 19], [7, 8], [8, 9]]	[['.', '.'], ['as', 'as'], ['a', 'a'], ['popular', 'popular'], ['uprising', 'uprising'], ['against', 'against'], ['the', 'the'], ['president', 'President'], ['spread', 'spread'], ['Bolivia', 'Bolivia'], ["'s", "'s"], ['army', 'army'], ['fought', 'fought'], ['to', 'to'], ['stop', 'stop'], ['from', 'from'], ['streaming', 'streaming'], ['into', 'into'], ['the', 'the'], ['capital', 'capital'], ['on', 'on'], ['Wednesday', 'Wednesday'], ['columns', 'column'], ['of', 'of']]
[[16, 21], [7, 8], [8, 9], [9, 10], [10, 11], [1, 1], [2, 2], [11, 15], [15, 18], [6, 7], [14, 20], [9, 17], [12, 16]]	[['.', '.'], ['for', 'for'], ['the', 'the'], ['month', 'month'], [',', ','], ['The', 'The'], ['Nasdaq', 'Nasdaq'], ['snapping', 'snap'], ['streak', 'streak'], ['%', 'percent'], ['winning', 'gains'], ['month', '7-month'], ['a', 'a']]
[[19, 16], [1, 1], [2, 2], [3, 3], [4, 4], [8, 7], [9, 8], [10, 9]]	[['.', '.'], ['The', 'The'], ['report', 'report'], ['was', 'was'], ['found', 'found'], ['tucked', 'tucked'], ['inside', 'inside'], ['an', 'a']]
[[26, 24], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [14, 10], [15, 11], [16, 12], [1, 1], [3, 3], [2, 2], [11, 16], [25, 18], [12, 17], [17, 17]]	[['.', '.'], ['two', 'two'], ['dozen', 'dozen'], ['suspected', 'suspected'], ['Taliban', 'Taliban'], ['militants', 'militants'], ['in', 'in'], ['southern', 'southern'], ['Afghanistan', 'Afghanistan'], ['U.S.', 'U.S.'], ['killed', 'killed'], ['troops', 'soldiers'], ['coming', 'came'], ['attacks', 'attack'], ['under', 'under'], ['in', 'under']]
[[15, 21], [12, 18], [13, 19], [14, 20], [6, 12], [7, 13], [8, 14], [10, 15], [11, 16], [2, 5]]	[['.', '.'], ['for', 'for'], ['$', '$'], ['89', '89'], ['printer', 'printer'], [',', ','], ['scanner', 'scanner'], ['and', 'and'], ['copier', 'copier'], ['A920', 'A920']]
[[22, 31], [4, 1], [5, 2], [6, 3], [7, 4], [8, 5], [9, 6], [10, 7], [16, 25], [17, 26], [18, 27], [19, 28], [20, 29], [21, 30], [12, 21], [13, 22], [14, 23], [15, 24], [11, 20]]	[['.', '.'], ['the', 'The'], ['International', 'International'], ['Committee', 'Committee'], ['of', 'of'], ['the', 'the'], ['Red', 'Red'], ['Cross', 'Cross'], ['its', 'its'], ['offices', 'offices'], ['in', 'in'], ['Baghdad', 'Baghdad'], ['and', 'and'], ['Basra', 'Basra'], ['it', 'it'], ['was', 'was'], ['temporarily', 'temporarily'], ['closing', 'shutting'], ['said', 'announced']]
None	None
[[22, 27], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [16, 21], [17, 22], [18, 23], [19, 24], [20, 25], [21, 26], [10, 11]]	[['.', '.'], ['Glover', 'Glover'], ['said', 'said'], ['the', 'the'], ['killer', 'killer'], ['used', 'used'], ['a', 'a'], ['``', '``'], ['peculiar', 'peculiar'], ['slipknot', 'slipknot'], ['to', 'to'], ['strangle', 'strangle'], ['some', 'some'], ['of', 'of'], ['the', 'the'], ['victims', 'victims'], ["''", "''"]]
[[21, 16], [7, 10], [8, 11], [9, 12], [10, 13], [11, 14], [12, 15], [3, 1], [4, 2], [19, 7], [20, 8]]	[['.', '.'], ['asked', 'asked'], ['Verizon', 'Verizon'], ['to', 'to'], ['withhold', 'withhold'], ['her', 'her'], ['name', 'name'], ['Jane', 'Jane'], ['Doe', 'Doe'], ['the', 'the'], ['subpoena', 'subpoena']]
[[28, 22], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [10, 12], [11, 13], [12, 14], [17, 20], [18, 21], [13, 16], [19, 15], [14, 17]]	[['.', '.'], ['It', 'It'], ['got', 'got'], ['up', 'up'], ['on', 'on'], ['his', 'his'], ['personal', 'personal'], ['radar', 'radar'], ['screen', 'screen'], ['past', 'past'], ['week', 'week'], [',', ','], ['my', 'my'], ['pitch', 'pitch'], ['I', 'I'], ['and', 'and'], ["'ve", 'had']]
[[15, 15], [3, 6], [4, 7], [5, 8], [12, 1], [13, 2], [6, 12], [14, 9], [11, 10], [9, 14]]	[['.', '.'], [',', ','], ['a', 'a'], ['27-year-old', '27-year-old'], ['in', 'In'], ['a', 'a'], ['Singapore', 'Singapore'], ['laboratory', 'laboratory'], ['working', 'worker'], ['SARS', 'SARS']]
[[19, 19], [10, 9], [11, 10], [12, 11], [13, 12], [14, 13], [3, 14], [4, 4], [5, 5], [7, 7], [8, 8], [17, 17], [6, 18], [18, 6]]	[['.', '.'], ['sector', 'sector'], [',', ','], ['while', 'while'], ['a', 'a'], ['number', 'number'], ['below', 'below'], ['50', '50'], ['suggests', 'suggests'], ['in', 'in'], ['the', 'the'], ['indicates', 'indicates'], ['contraction', 'contraction'], ['expansion', 'growth']]
[[21, 21], [9, 7], [10, 8], [11, 9], [12, 10], [13, 11], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 20]]	[['.', '.'], ['to', 'to'], ['block', 'block'], ['the', 'the'], ['removal', 'removal'], ['of', 'of'], ['Ten', 'Ten'], ['Commandments', 'Commandments'], ['monument', 'monument'], ['from', 'from'], ['the', 'the'], ['building', 'Building']]
[[20, 26], [5, 5], [6, 6], [7, 7], [2, 20], [3, 21], [13, 14], [14, 15], [9, 9], [19, 23], [17, 3], [10, 8]]	[['.', '.'], ['million', 'million'], ['in', 'in'], ['salary', 'salary'], ['earned', 'earned'], ['$', '$'], [',', ','], ['and', 'and'], ['bonus', 'bonus'], ['million', 'million'], ['$', '$'], ['and', 'and']]
[[17, 16], [5, 8], [6, 9], [7, 10], [8, 11], [9, 12], [10, 13], [15, 14], [16, 15], [2, 4], [3, 5]]	[['.', '.'], ['in', 'in'], ['the', 'the'], ['Campbells', 'Campbells'], ['Creek', 'Creek'], ['area', 'area'], [',', ','], ['Morris', 'Morris'], ['said', 'said'], ['truck', 'truck'], ['was', 'was']]
[[24, 29], [15, 13], [16, 14], [17, 15], [18, 16], [19, 17], [20, 18], [21, 19], [1, 1], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [23, 28], [8, 24], [8, 23], [22, 21], [22, 20], [14, 11]]	[['.', '.'], ['knew', 'knew'], ['it', 'it'], ['was', 'was'], ['an', 'an'], ['uneven', 'uneven'], ['match', 'match'], [',', ','], ['But', 'But'], ['in', 'in'], ['the', 'the'], ['first', 'first'], ['30', '30'], ['seconds', 'seconds'], ['said', 'said'], ['Young', 'Young'], ['Young', 'Stacy'], ['Meyers', 'Meyers'], ['Meyers', 'Jodie'], ['family', 'family']]
[[11, 9], [2, 3], [3, 4], [5, 1], [1, 2], [10, 7]]	[['.', '.'], ['Michael', 'Michael'], ['Powell', 'Powell'], ['FCC', 'FCC'], ['Chairman', 'chief'], ['hearing', 'hearing']]
[[26, 26], [1, 5], [2, 6], [3, 7], [4, 8], [5, 9], [9, 12], [10, 13], [11, 14], [15, 17], [16, 18], [17, 19], [21, 22], [22, 23], [23, 10]]	[['.', '.'], ['The', 'the'], ['Dow', 'Dow'], ['Jones', 'Jones'], ['Industrial', 'Industrial'], ['Average', 'Average'], ['per', 'per'], ['cent', 'cent'], ['at', 'at'], ['the', 'the'], ['Nasdaq', 'Nasdaq'], ['Composite', 'Composite'], ['per', 'per'], ['cent', 'cent'], ['higher', 'rose']]
[[28, 24], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [23, 19], [24, 20], [25, 21], [26, 22], [27, 23], [15, 12], [16, 13], [17, 14], [18, 15], [1, 1], [2, 2], [3, 3], [11, 11], [20, 16], [21, 17]]	[['.', '.'], ['clear', 'clear'], ['it', 'it'], ['will', 'will'], ['only', 'only'], ['sign', 'sign'], ['the', 'the'], ['Western', 'Western'], ['nuclear', 'nuclear'], ['technology', 'technology'], ['is', 'is'], ['lifted', 'lifted'], ['if', 'if'], ['a', 'a'], ['ban', 'ban'], ['on', 'on'], ['Tehran', 'Tehran'], ['has', 'has'], ['made', 'made'], ['Protocol', 'protocol'], ['import', 'imports'], ['of', 'of']]
[[15, 14], [1, 1], [2, 2], [4, 3], [5, 4], [12, 9], [11, 9], [13, 10], [14, 11], [10, 8]]	[['.', '.'], ['Congress', 'Congress'], ['twice', 'twice'], ['passed', 'passed'], ['similar', 'similar'], ['Clinton', 'Clinton'], ['Bill', 'Clinton'], ['veto', 'vetoed'], ['them', 'them'], ['President', 'then-President']]
[[13, 13], [2, 2], [3, 3], [4, 4], [5, 5], [6, 6], [7, 7], [10, 11]]	[['.', '.'], ['I', 'I'], ['would', 'would'], ['rather', 'rather'], ['be', 'be'], ['talking', 'talking'], ['about', 'about'], ['than', 'than']]
[[20, 24], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [1, 1], [2, 2], [3, 3], [4, 4], [18, 15], [19, 16], [5, 22], [5, 23], [17, 13]]	[['.', '.'], ['officials', 'officials'], ['work', 'work'], ['with', 'with'], ['foreign', 'foreign'], ['port', 'port'], ['authorities', 'authorities'], ['to', 'to'], ['Under', 'Under'], ['the', 'the'], ['program', 'program'], [',', ','], ['high-risk', 'high-risk'], ['cargo', 'cargo'], ['U.S.', 'United'], ['U.S.', 'States'], ['search', 'seek']]
[[18, 27], [12, 21], [13, 22], [14, 23], [15, 24], [16, 25], [17, 26], [2, 12], [3, 13], [4, 14], [7, 16], [8, 17], [9, 18], [5, 1], [6, 2], [10, 5]]	[['.', '.'], ['would', 'would'], ['outlive', 'outlive'], ['him', 'him'], ['by', 'by'], ['many', 'many'], ['years', 'years'], ['told', 'told'], ['an', 'an'], ['interviewer', 'interviewer'], ['he', 'he'], ['thought', 'thought'], ['the', 'the'], ['in', 'In'], ['1999', '1999'], ['Old', 'years']]
[[14, 16], [7, 11], [8, 12], [9, 13], [10, 14], [11, 15]]	[['.', '.'], ['remained', 'remained'], ['hospitalized', 'hospitalized'], ['in', 'in'], ['critical', 'critical'], ['condition', 'condition']]
[[20, 21], [15, 16], [16, 17], [17, 18], [18, 19], [19, 20], [6, 8], [7, 9], [8, 10], [9, 11], [10, 12], [3, 4], [4, 5], [5, 6], [12, 14], [13, 15], [2, 3]]	[['.', '.'], ['duty', 'duty'], ['worldwide', 'worldwide'], ['stood', 'stood'], ['at', 'at'], ['154,603', '154,603'], ['of', 'of'], ['National', 'National'], ['Guard', 'Guard'], ['and', 'and'], ['Reserve', 'Reserve'], [',', ','], ['the', 'the'], ['total', 'total'], ['called', 'called'], ['to', 'to'], ['Wednesday', 'yesterday']]
[[17, 16], [9, 1], [10, 2], [11, 8], [14, 9], [16, 11]]	[['.', '.'], ['Telemarketing', 'Telemarketing'], ['Associates', 'Associates'], ['raised', 'raised'], ['$', '$'], ['million', 'million']]
[[29, 31], [8, 3], [9, 4], [10, 5], [11, 6], [12, 7], [13, 8], [14, 9], [15, 10], [16, 11], [17, 12], [18, 13], [19, 14], [24, 25], [25, 26], [7, 1], [7, 2], [8, 2], [27, 21], [20, 15]]	[['.', '.'], ['Campbell', 'Campbell'], [',', ','], ['32', '32'], [',', ','], ['and', 'and'], ['climbing', 'climbing'], ['companion', 'companion'], ['Jonathan', 'Jonathan'], ['Smith', 'Smith'], [',', ','], ['47', '47'], [',', ','], ['Mt', 'Mt'], ["D'Archiac", "D'Archiac"], ['Warren', 'Warren'], ['Warren', 'David'], ['Campbell', 'David'], ['yesterday', 'Tuesday'], ['were', 'did']]
[[20, 17], [11, 7], [12, 8], [13, 9], [14, 10], [3, 2], [4, 3], [8, 5], [9, 6], [18, 13]]	[['.', '.'], ['since', 'since'], ['being', 'being'], ['transferred', 'transferred'], ['to', 'to'], ['had', 'had'], ['been', 'been'], ['protective', 'protective'], ['custody', 'custody'], ['April', 'April']]
[[22, 30], [6, 14], [7, 15], [8, 16], [9, 17], [10, 18], [11, 19], [12, 20], [13, 21], [14, 22], [16, 24], [17, 25], [18, 26], [19, 27], [20, 28], [21, 29], [5, 9], [4, 5], [2, 4], [3, 2]]	[["''", "''"], ['``', '``'], ['the', 'the'], ['full', 'full'], ['inclusion', 'inclusion'], ['of', 'of'], ['gay', 'gay'], ['and', 'and'], ['lesbian', 'lesbian'], ['families', 'families'], ['the', 'the'], ['life', 'life'], ['of', 'of'], ['the', 'the'], ['nation', 'nation'], ['.', '.'], ['supported', 'support'], ['platform', 'platform'], ['2000', '2000'], ['Democratic', 'Democrat']]
