Sent1	DLS_compose_ppmi	DLS_compose_cbow
But US stock prices fell only 5.2% between May 9 and May 24.	0.788939408522	0.68646442532
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.922282337022	0.954008076888
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.895522894186	0.864802477147
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.889009697735	0.805559046746
Some results are remarkable.	0.839910604582	0.735397026932
Will it give us the right to divorce the husbands who abandon us?	0.815411289719	0.759696840444
But US stock prices fell only 5.2% between May 9 and May 24.	0.819124557037	0.672973437988
A Europe for All	1.0	1.0
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.941637806448	0.896113854839
The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	0.966234254986	0.923047686826
But US stock prices fell only 5.2% between May 9 and May 24.	0.924807732324	0.842983047275
That is the spirit in which the European Constitution must be written.	0.854410039631	0.84557895714
But US stock prices fell only 5.2% between May 9 and May 24.	0.858461599615	0.709963282506
Will it give us the right to divorce the husbands who abandon us?	0.771862816416	0.689159140475
Other ways are needed.	0.44552950211	0.218035851205
Yet a process of de-institutionalization of religious experience is also taking place within Islam.	0.796976311337	0.757863595441
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.884341739535	0.837561136687
Other ways are needed.	0.78677131277	0.596683352266
The Political Stock Market	0.730259825316	0.622072818905
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.838227342379	0.786193108255
This gross error is leading Russia to political ruin.	0.770902007156	0.629883611051
And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	0.921927932992	0.919971290678
Each time, radical improvements in technology made the threat evaporate.	0.850285887395	0.746979931615
What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	0.970098113456	0.92514809701
The bottom line is that when interest rates rise, asset values will fall.	0.828840490261	0.734528654716
Each time, radical improvements in technology made the threat evaporate.	0.90307099534	0.782731294861
That is the spirit in which the European Constitution must be written.	0.922835869004	0.916073635127
But from the American point of view, the international role of the dollar was a trap.	0.948164698262	0.925326734633
This tendency extends deeper than headscarves.	0.594817789734	0.4954946296
Other ways are needed.	0.78677131277	0.596683352266
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.903605441344	0.827916712364
The book's success is itself a sign of a kind of "malaise."	0.888339099437	0.894940355708
They are ignorant, poor, and sick.	0.856935725882	0.820709964651
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.88001400221	0.826498058244
Indeed, intolerance goes right to the top of the Turkish government.	0.675552095025	0.623436240735
A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	0.843169747562	0.758550048284
The book's success is itself a sign of a kind of "malaise."	0.888339099437	0.894940355708
The Political Stock Market	0.730259825316	0.622072818905
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.602687762786	0.585984607588
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.716459895665	0.652506118835
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.878459952028	0.857713831609
They are ignorant, poor, and sick.	0.856935725882	0.820709964651
Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	0.759030823222	0.640766023317
The Political Stock Market	0.711580507024	0.609961068974
A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	0.883638434132	0.80611264797
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.924509094669	0.872141210238
Western Europeans, who have been spared this legacy, should heed our warnings.	0.791932877472	0.661903819585
What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	0.937097904437	0.88847445209
Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	0.844680566284	0.758303684986
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.896764575217	0.801271950213
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.713299427322	0.614729557258
Being a Muslim and being an Islamist are not the same thing.	0.364408706794	0.314154885494
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.892618963867	0.768371188235
Some results are remarkable.	0.918803894199	0.884519013866
But, like the Union itself, it will be built and it will be done.	0.64381177235	0.594171649314
Will it give us the right to divorce the husbands who abandon us?	0.861763321577	0.801685841401
After all, they recommend the policies that politicians may or may not want to consider.	0.789240064992	0.746346580987
Today there are two plausible ways to proceed against a deposed tyrant.	0.795420934723	0.556943305326
In other areas, sharia law is being introduced by force.	0.795350842603	0.774412363227
But if Europe's performance continues to decline, would this perception survive?	0.649558233802	0.477300000903
This tendency extends deeper than headscarves.	0.635787523163	0.637840772722
But, like the Union itself, it will be built and it will be done.	0.705196198032	0.635322260291
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.947278262939	0.944066079545
Jobs, in particular, will help young people to create new lives through serious work.	0.966688262904	0.923780127069
Western Europeans, who have been spared this legacy, should heed our warnings.	0.895152840562	0.828048021534
This gross error is leading Russia to political ruin.	0.878684273639	0.785196163581
Today's great Pax Europa and today's pan-European prosperity depend on this.	0.852810669988	0.918608155223
But, like the Union itself, it will be built and it will be done.	0.789430228173	0.747701839071
Western Europeans, who have been spared this legacy, should heed our warnings.	0.819722899944	0.68248128641
Western Europeans, who have been spared this legacy, should heed our warnings.	0.819722899944	0.68248128641
That is the spirit in which the European Constitution must be written.	0.940488995837	0.895220214289
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.955311586274	0.906344596677
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.925596354747	0.907319900635
After all, they recommend the policies that politicians may or may not want to consider.	0.789240064992	0.746346580987
The People Versus Putin	0.838854644657	0.678979870115
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.689499856406	0.649876995115
The questions are many.	1.0	1.0
But they were necessary.	1.0	1.0
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.939755754426	0.884249305713
But from the American point of view, the international role of the dollar was a trap.	1.0	1.0
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.850252852989	0.754074220611
And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	0.904565365385	0.894223071208
The bottom line is that when interest rates rise, asset values will fall.	0.868080598699	0.738031308476
After all, they recommend the policies that politicians may or may not want to consider.	0.723988589035	0.482487718803
Gays and other "modern" practices are rejected as self-indulgent.	0.944704845497	0.91238405295
Western Europeans, who have been spared this legacy, should heed our warnings.	0.741757166843	0.596572405057
Indeed, intolerance goes right to the top of the Turkish government.	0.676659192851	0.700092869794
This has left the Conservative opposition without an effective response.	0.873606929875	0.791116309181
The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	0.923478858149	0.874251686371
Putin, too, also seems to suspect his regime's impotence.	0.866909220958	0.854330819927
Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	0.81189756334	0.704767083171
Each time, radical improvements in technology made the threat evaporate.	0.807440301291	0.60882503658
Western Europeans, who have been spared this legacy, should heed our warnings.	0.914138608291	0.847905450916
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.913682894141	0.854157356596
Last year he was wanted for murder.	0.922895259108	0.897486724524
Each side had quite different theories and explanations of what was going on.	0.771275543844	0.631399810344
Today there are two plausible ways to proceed against a deposed tyrant.	0.899563506672	0.816721602324
Today's great Pax Europa and today's pan-European prosperity depend on this.	0.71933774179	0.747057494572
Yet a process of de-institutionalization of religious experience is also taking place within Islam.	0.932563163306	0.911794951481
Each time, radical improvements in technology made the threat evaporate.	0.860850393332	0.747761834703
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.962880605078	0.9167690695
The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	0.878823436394	0.820028707721
The People Versus Putin	0.838854644657	0.678979870115
But the returns that make US stock markets so attractive reflect a delicate political balance.	0.93063814525	0.860511641947
Today there are two plausible ways to proceed against a deposed tyrant.	0.960204883699	0.940212061226
Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	0.820111790843	0.767073697263
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.973841583083	0.969745959721
The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	0.900460676534	0.877137017229
Putin, too, also seems to suspect his regime's impotence.	0.866909220958	0.854330819927
Each side had quite different theories and explanations of what was going on.	0.788575006536	0.647647256925
This gross error is leading Russia to political ruin.	0.799154910507	0.710025785821
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.890915432393	0.817981387475
The People Versus Putin	0.838854644657	0.678979870115
Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	0.811514100564	0.702473142637
Gays and other "modern" practices are rejected as self-indulgent.	0.951215730907	0.933946139178
But they were necessary.	1.0	1.0
The Political Stock Market	0.730259825316	0.622072818905
The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	0.843734189203	0.816840469552
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.937881802009	0.899097824041
And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	0.964106020004	0.954422314395
The bottom line is that when interest rates rise, asset values will fall.	0.887490493577	0.781620204929
After all, they recommend the policies that politicians may or may not want to consider.	0.819310395876	0.79158693187
The questions are many.	1.0	1.0
But the returns that make US stock markets so attractive reflect a delicate political balance.	0.93063814525	0.860511641947
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.839757087446	0.728573116247
Being a Muslim and being an Islamist are not the same thing.	0.810857856938	0.876297633444
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.842779348651	0.724775362687
The questions are many.	1.0	1.0
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.84075478862	0.795813758883
A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	0.898722644474	0.792355465731
The questions are many.	0.886397351929	0.855124886281
Gays and other "modern" practices are rejected as self-indulgent.	0.90703459299	0.849526497242
More than that, the divisions are reproduced at the local level.	0.717135943184	0.583345232727
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.970518853054	0.919300914542
Gays and other "modern" practices are rejected as self-indulgent.	0.517941945943	0.324840407216
Jobs, in particular, will help young people to create new lives through serious work.	0.983938709393	0.961880484671
Last year he was wanted for murder.	0.973737729054	0.915956459234
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.581836642893	0.481987787574
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.893602772967	0.817728260794
But, like the Union itself, it will be built and it will be done.	0.769239747352	0.693778387277
This gross error is leading Russia to political ruin.	0.841074047958	0.764674819043
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.889602977497	0.85494410097
Some results are remarkable.	1.0	1.0
A Europe for All	1.0	1.0
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.839757087446	0.728573116247
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.895522894186	0.864802477147
After all, they recommend the policies that politicians may or may not want to consider.	0.758382874411	0.738823616113
He did, but the initiative did not get very far.	0.855777363599	0.70242536535
Some results are remarkable.	0.757422592863	0.667514432395
But from the American point of view, the international role of the dollar was a trap.	0.979285254074	0.972172619109
But from the American point of view, the international role of the dollar was a trap.	0.94150793459	0.863295391561
Being a Muslim and being an Islamist are not the same thing.	0.810857856938	0.876297633444
Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	0.879780100782	0.815730499613
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.907166876212	0.868613202353
The book's success is itself a sign of a kind of "malaise."	0.888339099437	0.894940355708
The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	0.966234254986	0.923047686826
But, like the Union itself, it will be built and it will be done.	0.953572153008	0.917175716876
Putin's Russia has already lost 12 leading journalists to murder in the past six years.	0.972346794581	0.938750755794
A Europe for All	1.0	1.0
Will it give us the right to divorce the husbands who abandon us?	0.625693086792	0.590742390017
Yet a process of de-institutionalization of religious experience is also taking place within Islam.	0.927592674847	0.908433486056
Today there are two plausible ways to proceed against a deposed tyrant.	0.963533344809	0.952495473032
He did, but the initiative did not get very far.	0.849464188593	0.678574674339
None of this absolves rich countries of their responsibility to help.	0.826918114234	0.652076737795
None of this absolves rich countries of their responsibility to help.	0.838671816147	0.686907567042
Today there are two plausible ways to proceed against a deposed tyrant.	0.975721930409	0.959577733144
But they were necessary.	1.0	1.0
Ahmadinejad is embarking on an adventure; Bernanke is not.	0.842673463827	0.813659427993
But, like the Union itself, it will be built and it will be done.	0.645167808485	0.553922368143
Putin, too, also seems to suspect his regime's impotence.	0.905674092993	0.844261914418
Indeed, intolerance goes right to the top of the Turkish government.	0.670893364032	0.703121059829
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.821121173013	0.640348227064
A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	0.922592985531	0.8644437587
In other areas, sharia law is being introduced by force.	0.868370526974	0.865710281561
He did, but the initiative did not get very far.	0.849464188593	0.678574674339
This has left the Conservative opposition without an effective response.	0.860566725477	0.749605351892
But if Europe's performance continues to decline, would this perception survive?	0.755986670597	0.703550408376
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.884341739535	0.837561136687
Some results are remarkable.	0.757422592863	0.667514432395
Gays and other "modern" practices are rejected as self-indulgent.	0.835109071714	0.754162445282
The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	0.909667584903	0.850125430791
Ahmadinejad is embarking on an adventure; Bernanke is not.	0.938425651394	0.940903677714
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.883409053646	0.823341021691
A Europe for All	1.0	1.0
Gays and other "modern" practices are rejected as self-indulgent.	0.944704845497	0.91238405295
Iraq's future depends directly on the fate of Iraqi oil production.	0.746258051272	0.609923613842
The People Versus Putin	0.838854644657	0.678979870115
What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	0.932847321752	0.881909489553
Jobs, in particular, will help young people to create new lives through serious work.	0.936121510418	0.840289361553
That is the spirit in which the European Constitution must be written.	0.872804442546	0.829956939171
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.924509094669	0.872141210238
Ahmadinejad is embarking on an adventure; Bernanke is not.	0.86417662488	0.850109345471
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.88393084869	0.823585510777
In other areas, sharia law is being introduced by force.	0.704537366677	0.482055189131
Being a Muslim and being an Islamist are not the same thing.	0.735394368243	0.766770229777
He did, but the initiative did not get very far.	0.833401503192	0.674190812677
They are ignorant, poor, and sick.	0.856935725882	0.820709964651
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.911672874807	0.804736760392
The bottom line is that when interest rates rise, asset values will fall.	0.944188598809	0.881557131015
But, like the Union itself, it will be built and it will be done.	0.827090051159	0.66746211197
The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	0.813769603439	0.784676843882
The questions are many.	1.0	1.0
Putin, too, also seems to suspect his regime's impotence.	0.805279590388	0.780296395583
This tendency extends deeper than headscarves.	0.594817789734	0.4954946296
Will it give us the right to divorce the husbands who abandon us?	0.796349480447	0.748803878209
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.897167296794	0.827216732251
They are ignorant, poor, and sick.	0.856935725882	0.820709964651
It then appointed a task force to formulate the necessary changes in tax and spending policies.	0.902113036013	0.816018894289
But the returns that make US stock markets so attractive reflect a delicate political balance.	0.93063814525	0.860511641947
The People Versus Putin	0.838854644657	0.678979870115
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.824263543626	0.87335249574
This tendency extends deeper than headscarves.	0.640891680768	0.59353553136
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.889602977497	0.85494410097
Ahmadinejad is embarking on an adventure; Bernanke is not.	0.755081181603	0.761830976887
But America's interest in Iraqi oil was not driven either by economics or energy policy.	0.889602977497	0.85494410097
The answer lies in the support that Indonesian pro-democracy activists can generate domestically and internationally.	0.815296089362	0.706283466984
More than that, the divisions are reproduced at the local level.	0.833689222467	0.689232015394
The bottom line is that when interest rates rise, asset values will fall.	0.852981754487	0.734428320511
Today's great Pax Europa and today's pan-European prosperity depend on this.	0.746720754581	0.830705694014
But if Europe's performance continues to decline, would this perception survive?	0.819643655353	0.73906416933
In other areas, sharia law is being introduced by force.	0.70898295978	0.711758074981
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.952111315601	0.960417581418
Other ways are needed.	0.78677131277	0.596683352266
A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	0.839475853655	0.692672657214
They are ignorant, poor, and sick.	0.856935725882	0.820709964651
A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	0.848041750939	0.729565567426
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.912062875829	0.964099030278
Each side had quite different theories and explanations of what was going on.	0.747812885931	0.654859909666
The book's success is itself a sign of a kind of "malaise."	0.888339099437	0.894940355708
More than that, the divisions are reproduced at the local level.	0.872866150694	0.766349613656
And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	1.0	1.0
Other ways are needed.	0.44552950211	0.218035851205
This has left the Conservative opposition without an effective response.	0.909027090187	0.843340915915
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.882339795417	0.841694712233
Only a month ago, Mubarak dismissed demands for constitutional reform as "futile."	0.886866589493	0.822879987752
The book's success is itself a sign of a kind of "malaise."	0.799133663141	0.669738535381
Other ways are needed.	0.78677131277	0.596683352266
Jobs, in particular, will help young people to create new lives through serious work.	0.932377099707	0.831293396547
Putin, too, also seems to suspect his regime's impotence.	0.799507370165	0.799202006324
This gross error is leading Russia to political ruin.	0.797594765496	0.662542136738
Each time, radical improvements in technology made the threat evaporate.	0.853712170192	0.759698973432
But they were necessary.	1.0	1.0
A Europe for All	1.0	1.0
But they were necessary.	0.884646882831	0.659421635078
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.870527527247	0.833189127744
Each side had quite different theories and explanations of what was going on.	0.76971025687	0.644980495392
What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	0.951647929343	0.916228827007
More than that, the divisions are reproduced at the local level.	0.840107743621	0.680264423585
A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	0.894749026883	0.808659103189
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.84075478862	0.795813758883
The book's success is itself a sign of a kind of "malaise."	0.87558107306	0.86965229648
A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	0.882828057381	0.76644113045
Yet a process of de-institutionalization of religious experience is also taking place within Islam.	0.866397880124	0.8156840689
Ahmadinejad is embarking on an adventure; Bernanke is not.	0.893706769811	0.892064291717
That is the spirit in which the European Constitution must be written.	0.899358003346	0.88227543939
But from the American point of view, the international role of the dollar was a trap.	0.924400218895	0.894213657089
Last year he was wanted for murder.	0.973737729054	0.915956459234
Last year he was wanted for murder.	0.973737729054	0.915956459234
And, perhaps most importantly, Ahmadinejad is a destabilizing influence; Bernanke is not.	0.785738067689	0.682931340356
Being a Muslim and being an Islamist are not the same thing.	0.787404010757	0.824186262936
The bottom line is that when interest rates rise, asset values will fall.	0.792488011297	0.677581990675
More than that, the divisions are reproduced at the local level.	0.872866150694	0.766349613656
Will it give us the right to divorce the husbands who abandon us?	0.690365742949	0.61510419762
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.681963136271	0.680186726374
But they were necessary.	1.0	1.0
Iraq's future depends directly on the fate of Iraqi oil production.	0.858293278587	0.781376253918
This has left the Conservative opposition without an effective response.	0.909027090187	0.843340915915
Iraq's future depends directly on the fate of Iraqi oil production.	0.873413730902	0.754694693716
But the returns that make US stock markets so attractive reflect a delicate political balance.	0.961829222527	0.905462488045
Yet a process of de-institutionalization of religious experience is also taking place within Islam.	0.927592674847	0.908433486056
Putin, too, also seems to suspect his regime's impotence.	0.866909220958	0.854330819927
None of this absolves rich countries of their responsibility to help.	0.85013833146	0.711085327375
Today's great Pax Europa and today's pan-European prosperity depend on this.	0.760370940131	0.84234644035
Indeed, intolerance goes right to the top of the Turkish government.	0.789004761969	0.825078759654
Moreover, the main oil exporters are unwilling to subordinate their investment policies to market requirements.	0.854321989015	0.754067521452
This gross error is leading Russia to political ruin.	0.861783117116	0.738419166081
Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	0.821409787176	0.6915339448
The president has fewer powers than it seems, overshadowed particularly by Supreme Guide Ayatollah Ali Khamenei.	0.911865248967	0.893769471601
The questions are many.	1.0	1.0
A prominent Chinese businessman who divides his time between Hong-Kong and London was even more specific.	0.908700651916	0.845063545128
Foremost among these is that economic development is largely in the hands of poor nations themselves.	0.888381276502	0.808189610653
The People Versus Putin	0.838854644657	0.678979870115
That is the spirit in which the European Constitution must be written.	0.922835869004	0.916073635127
Some results are remarkable.	1.0	1.0
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.870527527247	0.833189127744
But from the American point of view, the international role of the dollar was a trap.	0.948164698262	0.925326734633
The old version of the European response--what psychologists might call "dollar envy"--will only become more acute.	0.689644815071	0.478606725745
Pro-market economists don't object to corporations that blatantly use snob appeal to promote their products.	0.841222743728	0.740714779719
Ahmadinejad is embarking on an adventure; Bernanke is not.	1.0	1.0
More than that, the divisions are reproduced at the local level.	0.832067134296	0.650233388233
Indeed, intolerance goes right to the top of the Turkish government.	0.676659192851	0.700092869794
The Political Stock Market	0.716538146641	0.54058656568
Iraq's future depends directly on the fate of Iraqi oil production.	0.883979015706	0.789822692553
This tendency extends deeper than headscarves.	0.594817789734	0.4954946296
Indeed, intolerance goes right to the top of the Turkish government.	0.670893364032	0.703121059829
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.868450796117	0.891229499524
Being a Muslim and being an Islamist are not the same thing.	0.76926885194	0.777026900706
In other areas, sharia law is being introduced by force.	0.70898295978	0.711758074981
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.881674695483	0.930753873984
Iraq's future depends directly on the fate of Iraqi oil production.	0.883979015706	0.789822692553
In other areas, sharia law is being introduced by force.	0.70898295978	0.711758074981
What we are witnessing today is a shift from a Muslim identity to an Islamist identity.	0.970098113456	0.92514809701
Those who know little about modern factory farming may wonder why such legislation would be necessary.	0.842779348651	0.724775362687
Indeed, the French philosopher Marcel Gauchet entitled a recent book Democracy Against Itself.	0.950051109901	0.963921117547
This tendency extends deeper than headscarves.	0.572995054069	0.544149672121
This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.	0.724934350775	0.620263393432
But they were necessary.	1.0	1.0
But US stock prices fell only 5.2% between May 9 and May 24.	0.815388856546	0.668518968946
The bottom line is that when interest rates rise, asset values will fall.	0.870853631894	0.766399859029
A defeat on Alstom would have profound consequences in Europe--and not only for competition policy.	0.880626012553	0.776405958468
Tocqueville believed that there are no effective long-term constraints on this tendency.	0.602400205017	0.653722019573
Will it give us the right to divorce the husbands who abandon us?	0.500947174081	0.374670373091
But US stock prices fell only 5.2% between May 9 and May 24.	0.82268521972	0.697328141905
He did, but the initiative did not get very far.	0.901105922054	0.783779082201
A man with a hard hat is dancing.	0.967503444398	0.937618478828
A plane is taking off.	0.901946363646	0.853599136152
A young child is riding a horse.	0.952130309752	0.952954311656
A man is feeding a mouse to a snake.	1.0	1.0
A man is playing a large flute.	0.919505587961	0.929740829015
A man is spreading shreded cheese on a pizza.	0.926397465865	0.87698523251
Three men are playing chess.	0.995727384454	0.986613373611
A woman is playing the guitar.	0.964205698797	0.924875242999
A woman is playing the flute.	0.961444428389	0.927797761316
A man is playing the cello.	0.920899381833	0.880240979538
A woman is cutting an onion.	0.952433036738	0.916263993327
Some men are fighting.	0.885697508365	0.909670761894
A man is smoking.	0.603967097705	0.310532877628
The man is playing the piano.	0.945015264228	0.86799270255
A man is playing on a guitar and singing.	0.955062056399	0.919639696907
A man is erasing a chalk board.	1.0	1.0
A person is throwing a cat on to the ceiling.	0.971666575796	0.941061410207
The man hit the other man with a stick.	0.894212314522	0.884301310549
A woman picks up and holds a baby kangaroo.	0.970823632911	0.950460572647
A man is playing a flute.	0.924471950471	0.882795137363
A person is folding a piece of paper.	0.943416241576	0.929804754063
A man is running on the road.	0.761185246506	0.65599196147
A dog is trying to get bacon off his back.	0.880550093626	0.82107288932
A woman is carrying a boy.	0.920876509863	0.841730038004
A girl is styling her hair.	0.847219789608	0.750404765088
The polar bear is sliding on the snow.	0.961357616005	0.959009624862
A woman is writing.	0.608292516265	0.55592848987
Three men are playing guitars.	0.956667089437	0.94085794285
A cat is rubbing against baby's face.	0.881746381567	0.821161421601
The man is riding a horse.	1.0	1.0
A man pours oil into a pot.	0.91580779057	0.83015374755
A man is playing a guitar.	0.932862060796	0.896120521997
A panda is sliding down a slide.	0.962606159778	0.896619803544
A group of men play soccer on the beach.	0.920829918078	0.885211235883
A woman is eating something.	0.825447466716	0.808142604026
A woman peels a potato.	0.884247125656	0.789514629127
A woman peels a potato.	0.884247125656	0.789514629127
People are playing cricket.	0.912647990163	0.911818671112
The boy fell off his bike.	0.9450067326	0.936951785063
A man is playing a guitar.	0.928730587593	0.787509407148
The woman is playing the flute.	1.0	1.0
The cougar is chasing the bear.	1.0	1.0
A rabbit is running from an eagle.	0.920434287158	0.763088961551
The man cut down a tree with an axe.	0.940695974847	0.896667169959
The woman is frying a breaded pork chop.	0.981721632655	0.924203431215
One woman is measuring another woman's ankle.	0.939403402865	0.911824766085
A girl is flying a kite.	0.926427447125	0.951427471075
A man is riding a mechanical bull.	0.942232919138	0.878877949946
The man is playing the guitar.	1.0	1.0
The man is playing the guitar.	1.0	1.0
A woman is dancing and singing with other women.	0.911128845914	0.864658398661
A man is finding something.	0.803274378429	0.595516415899
A man is slicing a bun.	0.884837847412	0.724324837734
A man is pouring oil into a pan.	0.919149548336	0.84411898763
A lion is playing with people.	0.824581569255	0.81920334071
A dog rides a skateboard.	0.942864110988	0.881709509939
Someone is carving a statue.	0.908904689733	0.90366226278
A woman is slicing an onion.	0.856678787231	0.747979100777
A woman peels shrimp.	0.873144500182	0.762074836579
A woman is frying fish.	0.943537921709	0.811417102208
The girl sang into a microphone.	0.873569344069	0.891070959922
A woman is playing an electric guitar.	0.934974872539	0.897048615912
A baby tiger is playing with a ball.	0.863968908683	0.703213532976
A man is cutting up a cucumber.	0.90455338895	0.826283294268
A person is slicing a tomato.	0.914801216944	0.74826563597
A person cuts an onion.	0.938475877743	0.906317605262
A man is playing a harp.	0.915891729397	0.73854223256
A man is climbing a rope.	0.943140781148	0.90069300408
A man is playing the piano.	0.946723206772	0.82569674605
A woman is playing the flute.	0.879787177149	0.6961326329
A man is cutting up a potato.	0.972215915761	0.726179027372
A kid is playing guitar.	0.968922145786	0.894139380918
A boy is playing guitar.	0.953375330681	0.908265410623
A man is playing guitar.	0.953375330681	0.908265410623
A woman is cutting onions.	0.962187375002	0.724666100439
A little boy is playing a keyboard.	0.755365204565	0.689209429112
A man is riding an electric bicycle.	0.938660243792	0.908362012161
A man is playing a guitar.	0.93730004975	0.89577784277
A dog licks a baby.	0.967119782983	0.864475942923
Kittens are eating food.	0.893688423807	0.823745868491
A woman is slicing an onion.	0.856678787231	0.747979100777
A man is playing the guitar.	0.950988768424	0.78256802374
A man is playing the drums.	0.950988768424	0.78256802374
A woman is slicing a pepper.	0.834306278371	0.765767476055
A man is playing the drums.	0.972246672036	0.932280554856
A woman rides a horse.	0.942931667357	0.860940910179
A man is eating a banana by a tree.	0.942786037029	0.897771832538
A cat is playing a key board.	0.683130103615	0.498190015625
A man is speaking.	0.676905293767	0.456495795657
A man chops down a tree with an axe.	0.940695974847	0.896667169959
A kid plays with a toy phone.	0.928547106395	0.901868426668
A woman is cooking eggs.	0.811349023317	0.772601372596
